date;userID
29/02/2020 21:44;213
29/02/2020 21:44;792
29/02/2020 21:51;282
29/02/2020 21:52;766
29/02/2020 21:54;391
29/02/2020 21:54;459
29/02/2020 21:55;232
29/02/2020 21:55;276
29/02/2020 21:55;777
29/02/2020 21:57;764
29/02/2020 21:58;216
29/02/2020 21:58;478
29/02/2020 22:00;478
29/02/2020 22:01;265
29/02/2020 22:09;236
29/02/2020 22:09;243
29/02/2020 22:12;245
29/02/2020 22:14;749
29/02/2020 22:14;772
29/02/2020 22:17;217
29/02/2020 22:19;457
29/02/2020 22:19;232
29/02/2020 22:20;223
29/02/2020 22:22;235
29/02/2020 22:22;400
29/02/2020 22:26;422
29/02/2020 22:33;433
29/02/2020 22:40;620
29/02/2020 22:40;759
29/02/2020 22:41;217
29/02/2020 22:43;230
29/02/2020 22:45;244
29/02/2020 22:46;255
29/02/2020 22:54;729
29/02/2020 22:57;219
29/02/2020 22:57;599
29/02/2020 22:59;247
29/02/2020 23:01;228
29/02/2020 23:03;779
29/02/2020 23:06;219
29/02/2020 23:06;613
29/02/2020 23:07;229
29/02/2020 23:11;219
29/02/2020 23:12;219
29/02/2020 23:14;274
29/02/2020 23:16;280
29/02/2020 23:20;747
29/02/2020 23:22;209
29/02/2020 23:23;207
29/02/2020 23:25;196
29/02/2020 23:26;204
29/02/2020 23:27;439
29/02/2020 23:28;752
29/02/2020 23:31;608
29/02/2020 23:33;161
29/02/2020 23:33;435
29/02/2020 23:36;166
29/02/2020 23:36;440
29/02/2020 23:37;703
29/02/2020 23:41;454
29/02/2020 23:42;170
29/02/2020 23:42;427
29/02/2020 23:43;610
29/02/2020 23:44;165
29/02/2020 23:45;286
29/02/2020 23:48;774
29/02/2020 23:49;168
29/02/2020 23:49;512
29/02/2020 23:50;335
29/02/2020 23:51;469
29/02/2020 23:52;165
01/03/2020 0:00;683
01/03/2020 0:01;175
01/03/2020 0:03;477
01/03/2020 0:10;725
01/03/2020 0:15;594
01/03/2020 0:16;470
01/03/2020 0:22;519
01/03/2020 0:24;544
01/03/2020 0:25;274
01/03/2020 0:27;507
01/03/2020 0:28;155
01/03/2020 0:28;247
01/03/2020 0:29;495
01/03/2020 0:31;156
01/03/2020 0:33;762
01/03/2020 0:33;765
01/03/2020 0:34;163
01/03/2020 0:34;761
01/03/2020 0:40;180
01/03/2020 0:42;531
01/03/2020 0:43;500
01/03/2020 0:45;489
01/03/2020 0:46;548
01/03/2020 0:51;757
01/03/2020 0:52;165
01/03/2020 0:56;178
01/03/2020 1:06;164
01/03/2020 1:07;177
01/03/2020 1:08;569
01/03/2020 1:13;162
01/03/2020 1:18;472
01/03/2020 1:26;183
01/03/2020 1:26;739
01/03/2020 1:42;192
01/03/2020 1:42;202
01/03/2020 1:42;578
01/03/2020 1:45;186
01/03/2020 1:50;627
01/03/2020 1:50;627
01/03/2020 1:51;174
01/03/2020 1:52;199
01/03/2020 1:54;191
01/03/2020 1:54;768
01/03/2020 1:55;446
01/03/2020 1:56;375
01/03/2020 1:59;201
01/03/2020 2:01;169
01/03/2020 2:03;160
01/03/2020 2:05;592
01/03/2020 2:07;157
01/03/2020 2:07;208
01/03/2020 2:10;614
01/03/2020 2:11;203
01/03/2020 2:12;760
01/03/2020 2:17;522
01/03/2020 2:17;191
01/03/2020 2:23;179
01/03/2020 2:25;206
01/03/2020 2:25;588
01/03/2020 2:26;210
01/03/2020 2:30;158
01/03/2020 2:39;153
01/03/2020 2:39;523
01/03/2020 2:40;197
01/03/2020 2:44;159
01/03/2020 2:44;195
01/03/2020 2:44;789
01/03/2020 2:46;211
01/03/2020 2:52;184
01/03/2020 3:01;211
01/03/2020 3:02;414
01/03/2020 3:05;419
01/03/2020 3:09;330
01/03/2020 3:12;388
01/03/2020 3:15;589
01/03/2020 3:19;200
01/03/2020 3:21;194
01/03/2020 3:24;173
01/03/2020 3:25;219
01/03/2020 3:31;172
01/03/2020 3:33;604
01/03/2020 3:34;629
01/03/2020 3:35;188
01/03/2020 3:37;154
01/03/2020 3:37;545
01/03/2020 3:38;205
01/03/2020 3:38;473
01/03/2020 3:39;171
01/03/2020 3:39;181
01/03/2020 3:39;501
01/03/2020 3:41;499
01/03/2020 3:42;525
01/03/2020 3:42;529
01/03/2020 3:43;176
01/03/2020 3:43;182
01/03/2020 3:44;505
01/03/2020 3:45;189
01/03/2020 3:45;540
01/03/2020 3:45;679
01/03/2020 3:46;154
01/03/2020 3:46;529
01/03/2020 3:47;190
01/03/2020 3:47;154
01/03/2020 3:48;383
01/03/2020 3:48;561
01/03/2020 3:49;389
01/03/2020 3:51;313
01/03/2020 3:52;313
01/03/2020 3:52;395
01/03/2020 3:52;509
01/03/2020 3:52;532
01/03/2020 3:53;607
01/03/2020 3:53;681
01/03/2020 3:56;403
01/03/2020 3:59;193
01/03/2020 4:00;212
01/03/2020 4:02;198
01/03/2020 4:02;198
01/03/2020 4:03;167
01/03/2020 4:03;187
01/03/2020 4:03;423
01/03/2020 4:07;397
01/03/2020 4:07;719
01/03/2020 4:13;715
01/03/2020 4:19;413
01/03/2020 4:19;539
01/03/2020 4:21;185
01/03/2020 4:22;618
01/03/2020 4:25;498
01/03/2020 4:28;552
01/03/2020 4:29;591
01/03/2020 4:31;642
01/03/2020 4:31;646
01/03/2020 4:32;709
01/03/2020 4:34;542
01/03/2020 4:36;513
01/03/2020 4:37;94
01/03/2020 4:37;498
01/03/2020 4:44;530
01/03/2020 4:49;140
01/03/2020 4:49;524
01/03/2020 4:50;754
01/03/2020 4:51;95
01/03/2020 5:00;140
01/03/2020 5:01;786
01/03/2020 5:09;181
01/03/2020 5:11;84
01/03/2020 5:11;116
01/03/2020 5:11;474
01/03/2020 5:14;401
01/03/2020 5:18;112
01/03/2020 5:18;123
01/03/2020 5:21;147
01/03/2020 5:27;90
01/03/2020 5:27;91
01/03/2020 5:29;173
01/03/2020 5:29;576
01/03/2020 5:30;85
01/03/2020 5:31;411
01/03/2020 5:47;734
01/03/2020 5:49;515
01/03/2020 5:54;468
01/03/2020 5:54;488
01/03/2020 5:54;550
01/03/2020 5:54;770
01/03/2020 5:58;546
01/03/2020 6:08;122
01/03/2020 6:11;661
01/03/2020 6:14;108
01/03/2020 6:15;108
01/03/2020 6:15;406
01/03/2020 6:15;778
01/03/2020 6:17;537
01/03/2020 6:24;510
01/03/2020 6:24;612
01/03/2020 6:47;536
01/03/2020 6:48;536
01/03/2020 6:58;558
01/03/2020 7:01;735
01/03/2020 7:04;724
01/03/2020 7:08;574
01/03/2020 7:14;362
01/03/2020 7:26;129
01/03/2020 7:27;130
01/03/2020 7:30;653
01/03/2020 7:32;455
01/03/2020 7:37;557
01/03/2020 7:37;259
01/03/2020 7:39;726
01/03/2020 7:45;705
01/03/2020 7:47;753
01/03/2020 7:48;137
01/03/2020 7:49;543
01/03/2020 7:54;144
01/03/2020 7:54;657
01/03/2020 7:58;103
01/03/2020 7:59;464
01/03/2020 8:00;551
01/03/2020 8:00;673
01/03/2020 8:00;108
01/03/2020 8:02;570
01/03/2020 8:04;553
01/03/2020 8:06;108
01/03/2020 8:09;572
01/03/2020 8:11;586
01/03/2020 8:12;755
01/03/2020 8:14;100
01/03/2020 8:14;121
01/03/2020 8:14;597
01/03/2020 8:15;99
01/03/2020 8:20;788
01/03/2020 8:21;593
01/03/2020 8:24;149
01/03/2020 8:24;453
01/03/2020 8:24;674
01/03/2020 8:25;737
01/03/2020 8:26;560
01/03/2020 8:28;146
01/03/2020 8:28;568
01/03/2020 8:30;602
01/03/2020 8:34;575
01/03/2020 8:43;106
01/03/2020 8:43;751
01/03/2020 8:48;393
01/03/2020 8:49;89
01/03/2020 8:53;133
01/03/2020 8:53;106
01/03/2020 8:55;583
01/03/2020 8:59;699
01/03/2020 9:00;131
01/03/2020 9:00;605
01/03/2020 9:01;127
01/03/2020 9:24;769
01/03/2020 9:25;471
01/03/2020 9:31;666
01/03/2020 9:34;528
01/03/2020 9:36;643
01/03/2020 9:37;667
01/03/2020 9:38;633
01/03/2020 9:48;109
01/03/2020 9:49;110
01/03/2020 9:49;120
01/03/2020 9:53;404
01/03/2020 9:58;96
01/03/2020 9:58;707
01/03/2020 10:03;606
01/03/2020 10:04;121
01/03/2020 10:06;685
01/03/2020 10:07;775
01/03/2020 10:08;127
01/03/2020 10:09;579
01/03/2020 10:11;284
01/03/2020 10:12;143
01/03/2020 10:16;105
01/03/2020 10:16;146
01/03/2020 10:18;92
01/03/2020 10:23;88
01/03/2020 10:24;443
01/03/2020 10:26;559
01/03/2020 10:26;745
01/03/2020 10:28;566
01/03/2020 10:29;432
01/03/2020 10:33;134
01/03/2020 10:35;521
01/03/2020 10:36;598
01/03/2020 10:38;87
01/03/2020 10:42;139
01/03/2020 10:46;113
01/03/2020 10:46;480
01/03/2020 10:50;151
01/03/2020 10:52;141
01/03/2020 10:53;628
01/03/2020 10:58;656
01/03/2020 10:59;797
01/03/2020 11:02;104
01/03/2020 11:04;409
01/03/2020 11:08;596
01/03/2020 11:08;137
01/03/2020 11:08;730
01/03/2020 11:12;252
01/03/2020 11:13;101
01/03/2020 11:13;125
01/03/2020 11:14;107
01/03/2020 11:16;645
01/03/2020 11:20;456
01/03/2020 11:25;97
01/03/2020 11:25;689
01/03/2020 11:28;587
01/03/2020 11:31;720
01/03/2020 11:32;415
01/03/2020 11:34;150
01/03/2020 11:34;720
01/03/2020 11:34;720
01/03/2020 11:39;720
01/03/2020 11:42;720
01/03/2020 11:44;718
01/03/2020 11:46;146
01/03/2020 11:57;126
01/03/2020 11:58;668
01/03/2020 11:59;132
01/03/2020 12:00;114
01/03/2020 12:02;619
01/03/2020 12:03;98
01/03/2020 12:03;142
01/03/2020 12:03;150
01/03/2020 12:04;151
01/03/2020 12:07;111
01/03/2020 12:12;135
01/03/2020 12:12;148
01/03/2020 12:12;152
01/03/2020 12:16;115
01/03/2020 12:17;659
01/03/2020 12:18;118
01/03/2020 12:21;87
01/03/2020 12:21;717
01/03/2020 12:22;697
01/03/2020 12:24;410
01/03/2020 12:29;145
01/03/2020 12:30;573
01/03/2020 12:31;663
01/03/2020 12:33;117
01/03/2020 12:35;86
01/03/2020 12:35;86
01/03/2020 12:36;636
01/03/2020 12:36;706
01/03/2020 12:38;680
01/03/2020 12:39;785
01/03/2020 12:42;424
01/03/2020 12:47;484
01/03/2020 12:54;93
01/03/2020 12:56;136
01/03/2020 12:57;677
01/03/2020 12:58;138
01/03/2020 12:59;700
01/03/2020 13:00;497
01/03/2020 13:00;670
01/03/2020 13:01;124
01/03/2020 13:01;688
01/03/2020 13:02;128
01/03/2020 13:03;690
01/03/2020 13:04;581
01/03/2020 13:06;712
01/03/2020 13:08;119
01/03/2020 13:11;145
01/03/2020 13:18;103
01/03/2020 13:23;429
01/03/2020 13:24;351
01/03/2020 13:24;462
01/03/2020 13:28;444
01/03/2020 13:29;565
01/03/2020 13:31;665
01/03/2020 13:32;127
01/03/2020 13:34;408
01/03/2020 13:36;93
01/03/2020 13:45;684
01/03/2020 13:51;310
01/03/2020 13:51;370
01/03/2020 13:52;417
01/03/2020 13:59;647
01/03/2020 14:00;675
01/03/2020 14:02;503
01/03/2020 14:05;695
01/03/2020 14:06;305
01/03/2020 14:08;150
01/03/2020 14:10;346
01/03/2020 14:10;727
01/03/2020 14:20;506
01/03/2020 14:33;418
01/03/2020 14:35;301
01/03/2020 14:36;428
01/03/2020 14:38;302
01/03/2020 14:56;686
01/03/2020 15:01;626
01/03/2020 15:05;338
01/03/2020 15:22;794
01/03/2020 15:24;373
01/03/2020 15:26;535
01/03/2020 15:27;787
01/03/2020 15:29;741
01/03/2020 15:30;137
01/03/2020 15:38;449
01/03/2020 15:40;731
01/03/2020 15:42;790
01/03/2020 15:49;533
01/03/2020 15:56;297
01/03/2020 16:09;590
01/03/2020 16:12;367
01/03/2020 16:17;412
01/03/2020 16:29;795
01/03/2020 16:40;369
01/03/2020 16:42;398
01/03/2020 16:42;154
01/03/2020 16:43;387
01/03/2020 16:43;452
01/03/2020 16:57;321
01/03/2020 17:13;487
01/03/2020 17:15;347
01/03/2020 17:22;288
01/03/2020 17:30;660
01/03/2020 17:32;355
01/03/2020 17:32;475
01/03/2020 17:33;466
01/03/2020 17:35;479
01/03/2020 17:36;425
01/03/2020 17:36;701
01/03/2020 17:37;425
01/03/2020 17:39;343
01/03/2020 17:40;704
01/03/2020 17:42;294
01/03/2020 17:46;392
01/03/2020 17:49;361
01/03/2020 17:53;342
01/03/2020 17:54;303
01/03/2020 17:57;319
01/03/2020 18:05;127
01/03/2020 18:08;374
01/03/2020 18:11;324
01/03/2020 18:11;658
01/03/2020 18:14;693
01/03/2020 18:15;290
01/03/2020 18:31;102
01/03/2020 18:32;359
01/03/2020 18:33;396
01/03/2020 18:41;311
01/03/2020 18:47;748
01/03/2020 18:52;368
01/03/2020 19:07;616
01/03/2020 19:19;461
01/03/2020 19:22;102
01/03/2020 19:51;733
01/03/2020 20:43;306
01/03/2020 20:44;296
01/03/2020 20:47;296
01/03/2020 20:49;296
01/03/2020 20:49;322
01/03/2020 21:01;287
01/03/2020 21:07;339
01/03/2020 21:12;672
01/03/2020 21:13;421
01/03/2020 21:14;364
01/03/2020 21:16;337
01/03/2020 21:17;750
01/03/2020 21:31;340
01/03/2020 21:37;722
01/03/2020 21:40;694
01/03/2020 21:44;350
01/03/2020 22:02;580
01/03/2020 22:11;390
01/03/2020 22:12;327
01/03/2020 22:12;348
01/03/2020 22:15;345
01/03/2020 22:16;482
01/03/2020 22:29;463
01/03/2020 22:35;289
01/03/2020 22:49;517
01/03/2020 22:52;353
01/03/2020 23:10;304
01/03/2020 23:16;314
01/03/2020 23:31;609
01/03/2020 23:34;323
01/03/2020 23:36;791
01/03/2020 23:43;650
01/03/2020 23:55;420
02/03/2020 0:03;744
02/03/2020 0:10;481
02/03/2020 0:21;331
02/03/2020 0:21;394
02/03/2020 0:23;18
02/03/2020 0:38;377
02/03/2020 0:45;511
02/03/2020 0:49;165
02/03/2020 0:54;287
02/03/2020 1:22;723
02/03/2020 1:36;382
02/03/2020 1:55;385
02/03/2020 1:56;365
02/03/2020 2:00;358
02/03/2020 2:21;336
02/03/2020 2:23;336
02/03/2020 2:42;293
02/03/2020 2:43;363
02/03/2020 2:55;372
02/03/2020 3:21;649
02/03/2020 3:28;742
02/03/2020 3:30;384
02/03/2020 3:31;736
02/03/2020 4:10;360
02/03/2020 5:03;641
02/03/2020 5:26;357
02/03/2020 6:02;354
02/03/2020 6:10;328
02/03/2020 7:09;349
02/03/2020 8:55;378
02/03/2020 9:11;371
02/03/2020 10:06;380
02/03/2020 10:49;344
02/03/2020 11:04;780
02/03/2020 11:58;386
02/03/2020 12:36;315
02/03/2020 12:36;315
02/03/2020 12:38;315
02/03/2020 13:35;356
02/03/2020 13:55;376
02/03/2020 15:31;341
02/03/2020 16:03;352
02/03/2020 17:48;571
02/03/2020 20:07;379
02/03/2020 20:40;451
02/03/2020 21:22;442
02/03/2020 23:29;416
03/03/2020 0:29;445
03/03/2020 0:41;49
03/03/2020 1:06;77
03/03/2020 1:58;37
03/03/2020 3:33;8
03/03/2020 7:42;381
03/03/2020 8:49;52
03/03/2020 9:14;732
03/03/2020 11:24;662
03/03/2020 16:35;796
03/03/2020 22:24;711
04/03/2020 0:18;366
04/03/2020 0:55;49
04/03/2020 10:20;82
04/03/2020 10:21;781
04/03/2020 16:05;555
05/03/2020 22:50;34
06/03/2020 3:09;81
06/03/2020 3:59;32
06/03/2020 4:00;55
06/03/2020 4:05;14
06/03/2020 4:10;53
06/03/2020 5:02;42
06/03/2020 5:04;36
06/03/2020 5:14;76
06/03/2020 5:29;79
06/03/2020 5:32;502
06/03/2020 5:41;538
06/03/2020 5:42;508
06/03/2020 5:52;494
06/03/2020 5:55;494
06/03/2020 6:17;493
06/03/2020 6:23;19
06/03/2020 6:42;518
06/03/2020 7:13;783
06/03/2020 7:29;496
06/03/2020 7:31;67
06/03/2020 7:58;527
06/03/2020 8:13;490
06/03/2020 8:23;534
06/03/2020 8:44;80
06/03/2020 9:12;75
06/03/2020 9:21;492
06/03/2020 9:30;16
06/03/2020 10:19;547
06/03/2020 10:21;516
06/03/2020 10:31;66
06/03/2020 10:48;57
06/03/2020 10:54;793
06/03/2020 10:59;74
06/03/2020 10:59;79
06/03/2020 11:08;24
06/03/2020 12:09;56
06/03/2020 12:30;10
06/03/2020 12:55;541
06/03/2020 13:05;62
06/03/2020 13:15;45
06/03/2020 13:35;2
06/03/2020 13:50;72
06/03/2020 13:51;78
06/03/2020 13:55;47
06/03/2020 14:00;3
06/03/2020 14:25;50
06/03/2020 15:12;21
06/03/2020 15:16;23
06/03/2020 15:30;1
06/03/2020 15:57;25
06/03/2020 16:12;73
06/03/2020 16:28;4
06/03/2020 16:29;20
06/03/2020 17:21;51
06/03/2020 17:25;40
06/03/2020 17:42;41
06/03/2020 17:58;420
06/03/2020 18:14;31
06/03/2020 18:21;17
06/03/2020 19:30;504
06/03/2020 19:31;63
06/03/2020 20:43;59
06/03/2020 21:42;48
06/03/2020 22:18;526
06/03/2020 22:19;65
06/03/2020 22:22;520
06/03/2020 23:03;9
06/03/2020 23:11;577
06/03/2020 23:14;54
06/03/2020 23:18;83
06/03/2020 23:53;70
07/03/2020 0:12;44
07/03/2020 0:58;514
07/03/2020 1:01;491
07/03/2020 1:19;46
07/03/2020 1:22;58
07/03/2020 1:22;64
07/03/2020 3:12;784
07/03/2020 3:13;71
07/03/2020 4:25;60
07/03/2020 5:37;22
07/03/2020 5:55;5
07/03/2020 7:54;30
07/03/2020 7:57;557
07/03/2020 8:01;557
07/03/2020 8:01;557
07/03/2020 8:04;5
07/03/2020 8:05;557
07/03/2020 9:04;29
07/03/2020 12:08;7
07/03/2020 14:49;43
07/03/2020 22:24;12
08/03/2020 0:01;39
08/03/2020 1:20;15
08/03/2020 2:23;27
08/03/2020 11:51;631
08/03/2020 13:25;652
08/03/2020 18:26;669
08/03/2020 19:13;639
08/03/2020 19:25;625
08/03/2020 19:25;644
08/03/2020 19:36;617
08/03/2020 19:38;648
08/03/2020 19:38;655
08/03/2020 19:41;28
08/03/2020 21:03;635
09/03/2020 8:11;654
09/03/2020 11:19;35
09/03/2020 13:58;69
14/03/2020 18:20;11
14/03/2020 21:49;276
15/03/2020 20:25;26
15/03/2020 23:43;782
15/03/2020 23:58;698
16/03/2020 0:05;664
16/03/2020 0:09;687
16/03/2020 0:17;11
16/03/2020 11:13;6
16/03/2020 12:20;557
16/03/2020 12:20;557
16/03/2020 16:11;61
17/03/2020 6:02;691
17/03/2020 8:42;13
20/03/2020 4:39;38
21/03/2020 16:47;68
21/03/2020 17:45;33
24/03/2020 17:41;773
